OBJECTID,Shape,nid_id,state_id,dam_name,alt_name,dam_type,longitude,latitude,no_structures,other_struct_id,county,town,river_stream,purposes,drinking_water,dam_type_dem,length_ft,ht_ft_est,ht_ft,struct_htft,hyd_htft,spill_wft,spill_htft,spill_max_dft,norm_storac_ft,max_storac_ft,norm_surf_areaac,drn_areasq_mi,sw_max_cfs,outmaxcfs,freshetcfs,hist_hazard,hist_source,hazard,hazard_source,comment,regulated,active,permit_authority,insp_authority,enforce_authority,size,ds_jurisdiction,state_regulatory_agency,fed_regulatory_agency,yr_modified,spill_type,outlet_gates,nearest_city_town,dist_to_city_town,non_fed_on_fed_prop,nrcs,state,fish_passage_modification,fishway_material,other_fish_passage_modification,type_of_removal,removed,regauth,owntype1,owntype2,owntype3,mgmtunit,locstatus,dam_status,dam_no,quad_no,town_no,sbas_no,rbas_no,mbas_no,year_removed,removed_ar,nid_recordid,dam_former_name,stateid,section,county_nid,river,distance,owner_name,owner_type,dam_designer,private_dam,dam_type_nid,core,foundation,purposes_nid,year_completed,year_modified,dam_length,dam_height,year_modified_1,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,eap,inspection_date,inspection_frequency,state_reg_dam,state_reg_agency,spillway_type,spillway_width,outlet_gates_nid,volume,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,cong_name,party,cong_dist,otherstructureid,numseparatestructures,permittingauthority,inspectionauthority,enforcementauthority,jurisdictionaldam,eap_last_rev_date,dam_atlas_id
6763,"(-73.50653523499994, 41.128985227000044)",,,,,,-73.50653523499994,41.128985227000044,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9015.0,106.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6763
6764,"(-73.57688367899993, 41.12770174600007)",,,,,,-73.57688367899993,41.12770174600007,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13550.0,106.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6764
6765,"(-73.64857585099998, 41.12641464200004)",,,,,,-73.64857585099998,41.12641464200004,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5714.0,105.0,57.0,7410.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6765
6766,"(-73.52211268299999, 41.12687213600003)",,,,,,-73.52211268299999,41.12687213600003,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9042.0,106.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6766
6767,"(-73.40536507899998, 41.127354626000056)",,,,,,-73.40536507899998,41.127354626000056,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10306.0,107.0,103.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6767
6768,"(-73.57824824099998, 41.12615862700005)",,,,,,-73.57824824099998,41.12615862700005,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13515.0,106.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6768
6769,"(-73.56918590299995, 41.12615413200007)",,,,,,-73.56918590299995,41.12615413200007,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13552.0,106.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6769
6770,"(-73.60256273099998, 41.12528266800007)",,,,,,-73.60256273099998,41.12528266800007,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13554.0,106.0,135.0,7407.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6770
6771,"(-73.58136814399995, 41.122955422000075)",,,,,,-73.58136814399995,41.122955422000075,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13549.0,113.0,135.0,7406.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6771
6772,"(-73.67210112599997, 41.12086170500004)",,,,,,-73.67210112599997,41.12086170500004,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5743.0,112.0,57.0,7410.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6772
6773,"(-73.48743413199998, 41.121597156000064)",,,,,,-73.48743413199998,41.121597156000064,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9035.0,114.0,90.0,7402.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6773
6774,"(-73.62532763199994, 41.12047736900007)",,,,,,-73.62532763199994,41.12047736900007,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5783.0,112.0,57.0,7407.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6774
6775,"(-73.45928611799997, 41.121017652000035)",,,,,,-73.45928611799997,41.121017652000035,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10310.0,114.0,103.0,7401.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6775
6776,"(-73.51231269999994, 41.11982278600004)",,,,,,-73.51231269999994,41.11982278600004,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9044.0,113.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776
6777,"(-73.64007308899994, 41.06815953200004)",,,,,,-73.64007308899994,41.06815953200004,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5764.0,112.0,57.0,7409.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6777
6778,"(-73.53959682899995, 41.11952445700007)",,,,,,-73.53959682899995,41.11952445700007,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13528.0,113.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6778
6779,"(-73.67199236399995, 41.11786434800007)",,,,,,-73.67199236399995,41.11786434800007,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5744.0,112.0,57.0,7410.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779
6780,"(-73.50154650599995, 41.11882352300006)",,,,,,-73.50154650599995,41.11882352300006,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9006.0,113.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6780
6781,"(-73.45826888299996, 41.11864625800007)",,,,,,-73.45826888299996,41.11864625800007,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10311.0,114.0,103.0,7401.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6781
6782,"(-73.64523146199997, 41.11732991500003)",,,,,,-73.64523146199997,41.11732991500003,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,5787.0,112.0,57.0,7410.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6782
6783,"(-73.52074274699999, 41.11770706400006)",,,,,,-73.52074274699999,41.11770706400006,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9043.0,113.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6783
6784,"(-73.46744173399998, 41.117797833000054)",,,,,,-73.46744173399998,41.117797833000054,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10302.0,114.0,103.0,7401.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6784
6785,"(-73.46590482399995, 41.11506495800006)",,,,,,-73.46590482399995,41.11506495800006,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10329.0,114.0,103.0,7401.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6785
6786,"(-73.55090904799994, 41.11443141500007)",,,,,,-73.55090904799994,41.11443141500007,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13525.0,113.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6786
6787,"(-73.65524543899994, 41.11288576000004)",,,,,,-73.65524543899994,41.11288576000004,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5779.0,112.0,57.0,7410.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6787
6788,"(-73.45691718299997, 41.11321614600007)",,,,,,-73.45691718299997,41.11321614600007,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,No Dam - Dug or Natural Pond,10334.0,114.0,103.0,7401.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6788
6789,"(-73.64734790599994, 41.11176870500003)",,,,,,-73.64734790599994,41.11176870500003,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5757.0,112.0,57.0,7410.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789
6790,"(-73.55589694799994, 41.11070409200005)",,,,,,-73.55589694799994,41.11070409200005,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13526.0,113.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6790
6791,"(-73.45690175899995, 41.11088845300003)",,,,,,-73.45690175899995,41.11088845300003,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10340.0,114.0,103.0,7401.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6791
6792,"(-73.35093469199995, 41.30990294800006)",,,,,,-73.35093469199995,41.30990294800006,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11728.0,92.0,117.0,7202.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6792
6793,"(-73.11411517299996, 41.310736933000044)",,,,,,-73.11411517299996,41.310736933000044,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,12620.0,94.0,126.0,6000.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6793
6794,"(-73.46532396199996, 41.30906111200005)",,,,,,-73.46532396199996,41.30906111200005,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,11869.0,91.0,118.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6794
6795,"(-72.46384697699995, 41.310588977000066)",,,,,,-72.46384697699995,41.310588977000066,,,,Westbrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15413.0,99.0,154.0,5102.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6795
6796,"(-73.30778312999996, 41.309297325000045)",,,,,,-73.30778312999996,41.309297325000045,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,4619.0,92.0,46.0,7202.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6796
6797,"(-73.33319836399994, 41.30887274200006)",,,,,,-73.33319836399994,41.30887274200006,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11703.0,92.0,117.0,7202.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6797
6798,"(-72.43675546999998, 41.309707469000045)",,,,,,-72.43675546999998,41.309707469000045,,,,Westbrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,15405.0,99.0,154.0,5102.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6798
6799,"(-73.46835958299994, 41.30785457400003)",,,,,,-73.46835958299994,41.30785457400003,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11811.0,91.0,118.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799
6800,"(-73.45023765199994, 41.30765986000006)",,,,,,-73.45023765199994,41.30765986000006,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,11738.0,91.0,117.0,7200.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800
6801,"(-72.87033221699994, 41.309472034000066)",,,,,,-72.87033221699994,41.309472034000066,,,,East Haven,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,4403.0,96.0,44.0,5200.0,52.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6801
6802,"(-73.33209854699999, 41.30799475800006)",,,,,,-73.33209854699999,41.30799475800006,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11735.0,92.0,117.0,7202.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6802
6803,"(-72.43754215699994, 41.30856601100004)",,,,,,-72.43754215699994,41.30856601100004,,,,Westbrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15406.0,99.0,154.0,5102.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6803
6804,"(-72.67000744299997, 41.30893609300006)",,,,,,-72.67000744299997,41.30893609300006,,,,Guilford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,6012.0,97.0,60.0,5108.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6804
6805,"(-72.97852420199996, 41.30708008000005)",,,,,,-72.97852420199996,41.30708008000005,,,,West Haven,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15605.0,95.0,156.0,5000.0,50.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6805
6806,"(-72.71090809399993, 41.306877357000076)",,,,,,-72.71090809399993,41.306877357000076,,,,Guilford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,6007.0,97.0,60.0,5110.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6806
6807,"(-73.24478218999997, 41.305084462000025)",,,,,,-73.24478218999997,41.305084462000025,,,,Monroe,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,8513.0,93.0,85.0,7105.0,71.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6807
6808,"(-73.11644019799996, 41.30511457500006)",,,,,,-73.11644019799996,41.30511457500006,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,12611.0,94.0,126.0,6000.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6808
6809,"(-72.31484842299994, 41.30407873900003)",,,,,,-72.31484842299994,41.30407873900003,,,,Old Lyme,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Breached,10514.0,100.0,105.0,4021.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6809
6810,"(-73.53889712699998, 41.30261180600007)",,,,,,-73.53889712699998,41.30261180600007,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,No Dam - Dug or Natural Pond,11815.0,90.0,118.0,8105.0,81.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6810
6811,"(-72.63325104199998, 41.30525813100007)",,,,,,-72.63325104199998,41.30525813100007,,,,Madison,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,7601.0,97.0,76.0,5107.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6811
6812,"(-73.21042682899997, 41.30420719500006)",,,,,,-73.21042682899997,41.30420719500006,,,,Monroe,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,8504.0,93.0,85.0,6025.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6812
6813,"(-73.44105623899998, 41.30280776300003)",,,,,,-73.44105623899998,41.30280776300003,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11718.0,91.0,117.0,7200.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6813
6814,"(-72.58542167599995, 41.30466166900004)",,,,,,-72.58542167599995,41.30466166900004,,,,Madison,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,7613.0,98.0,76.0,5106.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6814
6815,"(-73.10740107899994, 41.304133517000025)",,,,,,-73.10740107899994,41.304133517000025,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,12617.0,94.0,126.0,6000.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6815
6816,"(-73.15285664299995, 41.30336877800005)",,,,,,-73.15285664299995,41.30336877800005,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,12631.0,93.0,126.0,6024.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6816
6817,"(-73.46117871199993, 41.30151493100004)",,,,,,-73.46117871199993,41.30151493100004,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11806.0,91.0,118.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6817
6818,"(-73.13940407099994, 41.302974273000075)",,,,,,-73.13940407099994,41.302974273000075,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,No Dam - Dug or Natural Pond,12633.0,93.0,26.0,6024.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6818
6819,"(-72.98323565299995, 41.30414563100004)",,,,,,-72.98323565299995,41.30414563100004,,,,West Haven,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15606.0,95.0,156.0,5000.0,50.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6819
6820,"(-72.45154958899997, 41.302971795000076)",,,,,,-72.45154958899997,41.302971795000076,,,,Westbrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15408.0,99.0,154.0,5102.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6820
6821,"(-72.68970487199994, 41.303251085000056)",,,,,,-72.68970487199994,41.303251085000056,,,,Guilford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,6003.0,97.0,60.0,5110.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6821
6822,"(-73.30213256699994, 41.30136932200003)",,,,,,-73.30213256699994,41.30136932200003,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,4614.0,92.0,46.0,7108.0,71.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6822
6823,"(-72.44325506799998, 41.301469895000025)",,,,,,-72.44325506799998,41.301469895000025,,,,Westbrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15403.0,99.0,154.0,5102.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6823
6824,"(-73.40167141299997, 41.299935944000026)",,,,,,-73.40167141299997,41.299935944000026,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11704.0,91.0,117.0,7200.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6824
