OBJECTID,Shape,nid_id,state_id,dam_name,alt_name,dam_type,longitude,latitude,no_structures,other_struct_id,county,town,river_stream,purposes,drinking_water,dam_type_dem,length_ft,ht_ft_est,ht_ft,struct_htft,hyd_htft,spill_wft,spill_htft,spill_max_dft,norm_storac_ft,max_storac_ft,norm_surf_areaac,drn_areasq_mi,sw_max_cfs,outmaxcfs,freshetcfs,hist_hazard,hist_source,hazard,hazard_source,comment,regulated,active,permit_authority,insp_authority,enforce_authority,size,ds_jurisdiction,state_regulatory_agency,fed_regulatory_agency,yr_modified,spill_type,outlet_gates,nearest_city_town,dist_to_city_town,non_fed_on_fed_prop,nrcs,state,fish_passage_modification,fishway_material,other_fish_passage_modification,type_of_removal,removed,regauth,owntype1,owntype2,owntype3,mgmtunit,locstatus,dam_status,dam_no,quad_no,town_no,sbas_no,rbas_no,mbas_no,year_removed,removed_ar,nid_recordid,dam_former_name,stateid,section,county_nid,river,distance,owner_name,owner_type,dam_designer,private_dam,dam_type_nid,core,foundation,purposes_nid,year_completed,year_modified,dam_length,dam_height,year_modified_1,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,eap,inspection_date,inspection_frequency,state_reg_dam,state_reg_agency,spillway_type,spillway_width,outlet_gates_nid,volume,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,cong_name,party,cong_dist,otherstructureid,numseparatestructures,permittingauthority,inspectionauthority,enforcementauthority,jurisdictionaldam,eap_last_rev_date,dam_atlas_id
1228,"(-72.82166403999997, 42.059876780000025)",MA00564,,,,,-72.82166403999997,42.059876780000025,,,,Southwick,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228
1229,"(-72.77159844999994, 42.00529700000004)",MA00565,,,,,-72.77159844999994,42.00529700000004,,,,Southwick,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Municipality,Town of Southwick,Department of Public Works,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229
1230,"(-72.26614999999998, 42.04849000000007)",MA00566,,NORCROSS POND #2 DAM,,,-72.26614999999998,42.04849000000007,,,,Wales,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private Association or other non-profit,Private Association or other non-profit,,Verified,,,,,,,,,,30456.0,,,WALES,,VINICA RIVER,0.0,THE NORCROSS WILDLIFE SANCTUARY,P,,,RE,X,U,R,,,230.0,18.5,,12.4,18.5,,86.0,43.0,86.0,0.011,2.0,NR,2009-07-01,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1230
1231,"(-72.26345769999995, 42.04597370000005)",MA00567,,NORCROSS POND #3 DAM,,,-72.26345769999995,42.04597370000005,,,,Wales,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private Association or other non-profit,Private Association or other non-profit,,Verified,,,,,,,,,,30457.0,,,WALES,,VINICA BROOK,0.0,THE NORCROSS WILDLIFE SANCTUARY,P,,,RE,X,U,R,,,230.0,16.0,,10.0,16.0,,100.0,54.0,100.0,0.011,1.7,NR,2009-07-01,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1231
1232,"(-72.56935548999996, 42.073729720000074)",MA00568,,PORTER LAKE DAM,,,-72.56935548999996,42.073729720000074,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,"Department of Parks, Buildings, and Recreation Management",Verified,,,,,,,,,,30458.0,,,SPRINGFIELD,,PECOUSIC RIVER,0.0,"CITY OF SPRINGFIELD, DEPARTMENT OF PARKS, BUILDINGS, AND RECREATION MANAGEMENT",L,,,RE,X,U,R,,,450.0,24.0,,21.7,24.0,,450.0,180.0,450.0,30.0,6.13,NR,2015-06-18,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1232
1233,"(-72.56287302999993, 42.09737227000005)",MA00569,,WATERSHOPS POND DAM,,,-72.56287302999993,42.09737227000005,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,,Verified,,,,,,,,,,30459.0,,,SPRINGFIELD,,MILL RIVER,0.0,"CITY OF SPRINGFIELD, DEPARTMENT OF PARKS, BUILDINGS, AND RECREATION MANAGEMENT",L,,,PG,X,U,R,,,,33.0,,32.0,33.0,,2410.0,1730.0,2410.0,198.0,31.8,Y,2016-01-27,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,01-OCT-07,1233
1234,"(-72.52449199999995, 42.11824400000006)",MA00570,,BRECKWOOD POND DAM,,,-72.52449199999995,42.11824400000006,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,"Department of Parks, Buildings, and Recreation Management",Verified,,,,,,,,,,30460.0,,,SPRINGFIELD,,NORTH BRANCH MILL RIVER,0.0,"CITY OF SPRINGFIELD, DEPARTMENT OF PARKS, BUILDINGS, AND RECREATION MANAGEMENT",L,,,RE,X,U,R,,,650.0,23.0,,13.0,23.0,,89.0,6.5,89.0,2.5,12.65,NR,2017-09-24,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1234
1235,"(-72.59751899999998, 42.12511200000006)",MA00571,,LOWER VAN HORN RESERVOIR DAM,,,-72.59751899999998,42.12511200000006,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,,Verified,,,,,,,,,,30461.0,,,SPRINGFIELD,,UNNAMED TRIBUTARY OF CONNECTICUT RIVER,0.0,"CITY OF SPRINGFIELD, DEPARTMENT OF PARKS, BUILDINGS, AND RECREATION MANAGEMENT",L,,,RE,X,U,CR,,,800.0,41.0,,35.7,41.0,,360.0,15.0,360.0,4.0,0.5,Y,2016-01-27,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,01-OCT-07,1235
1236,"(-72.51535302999997, 42.12215917000003)",MA00572,,,,,-72.51535302999997,42.12215917000003,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,Office of the Mayor,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236
1237,"(-72.52297540999996, 42.15217293000006)",MA00573,,,,,-72.52297540999996,42.15217293000006,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237
1238,"(-72.59460160999998, 42.12617564000004)",MA00574,,UPPER VAN HORN RESERVOIR DAM,,,-72.59460160999998,42.12617564000004,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,,Verified,,,,,,,,,,30462.0,,,SPRINGFIELD,,UPPER VAN HORN RESERVOIR,0.0,CITY OF SPRINGFIELD,L,,,RE,X,U,R,,,905.0,32.0,,24.0,32.0,,172.0,62.0,172.0,8.0,0.39,NR,2018-04-24,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1238
1239,"(-72.49890672999999, 42.11200832000003)",MA00575,,MILL POND DAM,,,-72.49890672999999,42.11200832000003,,,,Springfield,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,City of Springfield,"Department of Parks, Buildings, and Recreation Management",Verified,,,,,,,,,,30463.0,,,SPRINGFIELD,,SOUTH BRANCH MILL RIVER,0.0,"CITY OF SPRINGFIELD, DEPARTMENT OF PARKS, BUILDINGS, AND RECREATION MANAGEMENT",L,,,MS,X,U,R,,,48.0,16.9,,15.5,16.9,,172.0,48.0,172.0,0.025,10.06,NR,2009-05-22,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1239
1240,"(-71.68029690999998, 42.174414530000035)",MA00576,,,,,-71.68029690999998,42.174414530000035,,,,Grafton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240
1241,"(-71.68844522999996, 42.17940893000008)",MA00577,,FISHERVILLE POND DAM,,,-71.68844522999996,42.17940893000008,,,,Grafton,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30464.0,,,GRAFTON,,BLACKSTONE RIVER,0.0,"COVER TECHNOLOGIES, INC.",P,,,RE,X,U,C,,,910.0,13.0,,12.0,13.0,,1360.0,250.0,1360.0,185.0,134.0,Y,2015-06-26,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,12-AUG-14,1241
1242,"(-71.71188599999994, 42.17768200000006)",MA00578,,BLACKSTONE RIVER DAM,,,-71.71188599999994,42.17768200000006,,,,Grafton,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30465.0,,,GRAFTON,,BLACKSTONE RIVER,0.0,DISSOLVED - CACOE INC.,P,,,MS,X,U,S,,,,12.0,,10.0,12.0,,77.0,29.0,77.0,,92.5,NR,2015-05-29,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1242
1243,"(-71.69769699999995, 42.20955100000003)",MA00579,,LAKE RIPPLE DAM,,,-71.69769699999995,42.20955100000003,,,,Grafton,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Grafton,Department of Public Works,Verified,,,,,,,,,,30466.0,,,GRAFTON,,PALMER RIVER/QUINSIGAMOND RIVER,0.0,"TOWN OF GRAFTON, DEPARTMENT OF PUBLIC WORKS",L,,,RE,X,U,R,,,250.0,15.0,,14.0,15.0,,610.0,300.0,610.0,51.6,35.4,NR,2014-07-03,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1243
1244,"(-71.72096699999997, 42.24107200000003)",MA00580,,IRISH DAM,,,-71.72096699999997,42.24107200000003,,,,Grafton,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DCR - Dept. of Conservation & Recreation,State Forest & Parks,Verified,,,,,,,,,,30467.0,,,GRAFTON,,QUINSIGAMOND RIVER,0.0,DCR - DEPT. OF CONSERVATION & RECREATION,S,,,RE,X,U,FR,,,430.0,13.0,,4.0,13.0,,1900.0,950.0,1900.0,272.0,24.3,NR,2016-06-10,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1244
1245,"(-71.70534599999996, 42.23666300000008)",MA00581,,PRATTS POND DAM,,,-71.70534599999996,42.23666300000008,,,,Grafton,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30468.0,,,GRAFTON,,BIG BUMMET BROOK,0.0,JAMES & MARK MCCORMACK,P,,,RE,X,U,R,,,139.0,11.7,,9.3,11.7,,30.3,19.7,30.3,3.7,4.7,Y,2016-05-11,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,31-MAR-14,1245
1246,"(-71.65560351999994, 42.19052935000008)",MA00582,,SILVER LAKE DAM,,,-71.65560351999994,42.19052935000008,,,,Grafton,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Grafton,Department of Public Works,Verified,,,,,,,,,,30469.0,,,GRAFTON,,MISCOE BROOK,0.0,"TOWN OF GRAFTON, DEPARTMENT OF PUBLIC WORKS",L,,,RE,X,U,R,,,445.0,16.0,,13.8,16.0,,161.0,123.0,161.0,24.6,5.48,NR,2017-04-28,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1246
1247,"(-72.57104404999995, 42.25829432000006)",MA00583,,MT. HOLYOKE COLLEGE UPPER POND DAM,,,-72.57104404999995,42.25829432000006,,,,South Hadley,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30470.0,,,S. HADLEY,,STONY BROOK,0.0,MOUNT HOLYOKE COLLEGE,P,,,CNMS,X,U,R,,,160.0,24.0,,19.0,24.0,,90.0,41.0,90.0,5.1,18.8,Y,2016-08-17,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,30-JUN-15,1247
1248,"(-72.57294800999995, 42.25370768000005)",MA00584,,MT. HOLYOKE COLLEGE LOWER POND DAM,,,-72.57294800999995,42.25370768000005,,,,South Hadley,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30471.0,,,S. HADLEY,,STONY BROOK,0.0,MOUNT HOLYOKE COLLEGE,P,,,RE,X,U,R,,,240.0,24.0,,19.0,24.0,,68.0,41.0,68.0,5.1,18.8,Y,2016-08-17,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,30-JUN-15,1248
1249,"(-72.57962539999994, 42.248682700000074)",MA00585,,MARCALUS MANUFACTURING COMPANY DAM,,,-72.57962539999994,42.248682700000074,,,,South Hadley,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30472.0,,,S. HADLEY,,STONY BROOK,0.0,THE MILL AT STONEY BROOK CONDO ASSOCIATION,P,,,CNPG,X,U,R,,,84.0,27.0,,23.0,27.0,,19.0,11.0,19.0,1.86,19.6,Y,2017-01-19,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,18-SEP-14,1249
1250,"(-72.56411799999995, 42.23384600000003)",MA00586,,LEAPING WELL RESERVOIR DAM,,,-72.56411799999995,42.23384600000003,,,,South Hadley,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of South Hadley,Fire District No. 1,Verified,,,,,,,,,,30473.0,,,S. HADLEY,,LEAPING WELL BROOK,0.0,"TOWN OF S. HADLEY, FIRE DISTRICT NO. 1",L,,,RE,X,U,R,,,480.0,29.0,,25.0,29.0,,140.0,92.0,140.0,8.5,0.25,Y,2016-07-14,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,N,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,01-JAN-13,1250
1251,"(-72.34583034999997, 42.28129659000007)",MA00588,,QUABBIN WINSOR DAM,,,-72.34583034999997,42.28129659000007,,,,Ware,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DCR - Dept. of Conservation & Recreation,MWRA - Operated,Verified,,,,,,,,,,30474.0,,,WARE,,SWIFT RIVER,0.0,DCR - DEPT. OF CONSERVATION & RECREATION,S,,,RE,X,U,S,,,2640.0,170.0,,150.0,170.0,,1810000.0,1265200.0,1810000.0,25216.0,187.0,Y,2016-08-04,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,28-FEB-18,1251
1252,"(-72.33795919999994, 42.28727801000008)",MA00589,,QUABBIN SPILLWAY,,,-72.33795919999994,42.28727801000008,,,,Ware,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DCR - Dept. of Conservation & Recreation,MWRA - Operated,Verified,,,,,,,,,,30475.0,,,WARE,,SWIFT RIVER,0.0,DCR - DEPT. OF CONSERVATION & RECREATION,S,,,CN,X,U,S,,,405.0,10.0,,10.0,10.0,,1810000.0,1265200.0,1810000.0,25216.0,187.0,Y,2016-08-04,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,28-FEB-18,1252
1253,"(-72.29844304999995, 42.29810137000004)",MA00590,,QUABBIN GOODNOUGH DIKE,,,-72.29844304999995,42.29810137000004,,,,Ware,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DCR - Dept. of Conservation & Recreation,MWRA - Operated,Verified,,,,,,,,,,30476.0,,,WARE,,BEAVER BROOK,0.0,DCR - DEPT. OF CONSERVATION & RECREATION,S,,,RE,X,U,S,,,2140.0,135.0,,132.0,135.0,,1810000.0,1265000.0,1810000.0,25216.0,185.9,Y,2016-08-04,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,N,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,28-FEB-18,1253
1254,"(-72.30324199999995, 42.28091000000006)",MA00591,,PEPPERS MILL POND DAM,,,-72.30324199999995,42.28091000000006,,,,Ware,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DCR - Dept. of Conservation & Recreation,Water Supply Protection - Quabbin,Verified,,,,,,,,,,30477.0,,,WARE,,BEAVER BROOK,0.0,DCR - DEPT. OF CONSERVATION & RECREATION,S,,,REST,X,U,FR,,,103.0,6.75,,6.0,6.75,,71.0,55.0,71.0,0.019,2.43,NR,2009-08-19,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1254
1255,"(-72.30563660999997, 42.25127534000006)",MA00592,,BEAVER LAKE DAM,,,-72.30563660999997,42.25127534000006,,,,Ware,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30478.0,,,WARE,,BEAVER BROOK,0.0,"BEAVER LAKE TRUST, INC.",P,,,MSRE,X,U,R,,,180.0,16.5,,15.0,16.5,,,930.0,930.0,0.24,5.45,NR,2018-05-16,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1255
1256,"(-72.28996099999995, 42.29252800000006)",MA00593,,JUDA DAM,,,-72.28996099999995,42.29252800000006,,,,Ware,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30479.0,,,WARE,,TRIBUTARY OF BEAVER BROOK,0.0,MICHAEL F. JUDA,P,,,PGRE,X,U,IR,,,230.0,15.5,,10.5,15.5,,67.0,24.0,67.0,8.07,0.15,NR,2016-02-19,10.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1256
1257,"(-72.23481235999998, 42.26177695000007)",MA00594,,WARE UPPER,,,-72.23481235999998,42.26177695000007,,,,Ware,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,MA,,,,,False,FERC Jurisdiction,,Private,Private,,Verified,,,,,,,,,,30480.0,,,,HAMPSHIRE,WARE RIVER,0.0,"PIONEER HYDRO ELECTRIC COMPANY, INC.",P,,N,MSPG,,,H,,,250.0,34.0,,,34.0,2500.0,210.0,210.0,210.0,65.0,167.0,NR,2017-06-20,3.0,N,,U,176.0,,0.0,0.0,0.0,0.0,,,,FERC,FERC,,,,FERC,05-AUG-18,,James P. McGovern (D),D,MA02,,1.0,N,N,N,N,12-JAN-15,1257
1258,"(-72.77628734999996, 42.33689423000004)",MA00595,,PINE ISLAND LAKE DAM,,,-72.77628734999996,42.33689423000004,,,,Westhampton,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30481.0,,,WESTHAMPTON,,TRIBUTARY OF NORTH BRANCH MANHAN RIVER,0.0,"PINE ISLAND LAKE, INC.",P,,,REST,X,U,R,,,80.0,25.0,,20.0,25.0,,1062.0,839.0,1062.0,71.0,0.78,Y,2016-07-25,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,31-AUG-16,1258
1259,"(-72.77041635999996, 42.34158359000003)",MA00596,,PINE ISLAND LAKE DIKE,,,-72.77041635999996,42.34158359000003,,,,Westhampton,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Private,Private,,Verified,,,,,,,,,,30482.0,,,WESTHAMPTON,,TRIBUTARY TO NORTH BRANCH OF MANHAN RIVER,0.0,"PINE ISLAND LAKE, INC.",P,,,RE,X,U,R,,,270.0,15.0,,15.0,15.0,,1062.0,645.0,1062.0,0.11,0.72,NR,2016-10-13,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,N,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,,1259
1260,"(-72.51895099999996, 42.41621800000007)",MA00597,,FACTORY HOLLOW DIKE,,,-72.51895099999996,42.41621800000007,,,,Amherst,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,Municipality,Town of Amherst,Conservation Commission,Verified,,,,,,,,,,30483.0,,,AMHERST,,CUSHMAN BROOK,0.0,"TOWN OF AMHERST, CONSERVATION COMMISSION",L,,,RE,X,U,R,,,160.0,5.0,,5.0,5.0,,25.0,25.0,25.0,8.3,16.8,NR,2016-07-28,5.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,N,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,James P. McGovern (D),D,MA02,,0.0,Y,Y,Y,Y,,1260
1261,"(-72.79395414999993, 42.442737600000044)",MA00598,,LOWER HIGHLAND LAKE DAM,,,-72.79395414999993,42.442737600000044,,,,Goshen,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,MA,,,,,False,Office of Dam Safety,,State,DCR - Dept. of Conservation & Recreation,State Forest & Parks,Verified,,,,,,,,,,30484.0,,,GOSHEN,,WEST BRANCH MILL RIVER,0.0,DCR - DEPT. OF CONSERVATION & RECREATION,S,,,ERPG,X,U,FR,,,675.0,29.0,,24.5,29.0,,1530.0,1020.0,1530.0,93.0,1.7,Y,2017-08-21,2.0,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,MA,03-JUL-18,,Richard E. Neal (D),D,MA01,,0.0,Y,Y,Y,Y,01-JUN-13,1261
1262,"(-72.83413838999996, 42.30210626000007)",MA00599,,,,,-72.83413838999996,42.30210626000007,,,,Huntington,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,MA,,,,,False,Non-Jurisdictional - Other,,Private,Private,,Verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262
